,va
2544,1113
2545,1503
2546,2065
2547,2680
2548,4597
2549,5405
2550,9298
2551,931
2552,1593
2553,2445
2554,2912
2555,3341
2556,3677
2557,4752
2558,5528
2559,7829
2560,7997
2561,9157
2562,1944
2563,2802
2564,2891
2565,3152
2566,3870
2567,4322
2568,7269
2569,9275
2570,420
2571,561
2572,3834
2573,4071
2574,4289
2575,7781
2576,1972
2577,2415
2578,3342
2579,5962
2580,9725
2581,137
2582,555
2583,603
2584,929
2585,2149
2586,2276
2587,2645
2588,3862
2589,3913
2590,4426
2591,4839
2592,5513
2593,7014
2594,8345
2595,8615
2596,8806
2597,992
2598,1294
2599,1372
2600,3628
2601,4559
2602,4570
2603,5028
2604,5211
2605,6843
2606,8510
2607,9929
2608,1184
2609,4329
2610,4431
2611,4792
2612,5150
2613,5342
2614,7664
2615,8285
2616,8559
2617,9383
2618,9578
2619,2289
2620,3651
2621,5198
2622,5400
2623,5721
2624,9417
2625,9858
2626,1257
2627,1988
2628,2790
2629,3039
2630,3744
2631,4664
2632,5245
2633,6410
2634,6422
2635,6596
2636,7305
2637,8763
2638,8813
2639,9005
2640,9300
2641,9603
2642,553
2643,3159
2644,5706
2645,6571
2646,7681
2647,8197
2648,8216
2649,8247
2650,302
2651,571
2652,1412
2653,2269
2654,2401
2655,4750
2656,7321
2657,7826
2658,9563
2659,9613
2660,797
2661,1145
2662,3453
2663,3651
2664,3722
2665,4062
2666,6349
2667,7021
2668,7237
2669,7997
2670,9983
2671,1158
2672,2155
2673,2642
2674,2980
2675,5826
2676,6657
2677,6914
2678,8621
2679,8758
2680,9304
2681,1023
2682,2964
2683,4899
2684,5482
2685,5601
2686,6610
2687,6643
2688,6990
2689,168
2690,1896
2691,2471
2692,2790
2693,7340
2694,8462
2695,8735
2696,471
2697,1407
2698,2912
2699,3835
2700,5908
2701,6737
2702,6870
2703,7046
2704,7767
2705,8031
2706,8362
2707,1367
2708,2502
2709,3676
2710,4732
2711,5356
2712,7847
2713,9662
2714,2472
2715,3182
2716,3199
2717,5024
2718,5197
2719,8998
2720,760
2721,854
2722,1628
2723,1930
2724,2104
2725,2158
2726,2227
2727,3290
2728,3828
2729,4797
2730,6596
2731,9442
2732,9957
2733,1217
2734,1557
2735,2786
2736,4901
2737,6465
2738,7207
2739,7602
2740,7732
2741,8692
2742,9018
2743,513
2744,3371
2745,3421
2746,3626
2747,3934
2748,4056
2749,4328
2750,5316
2751,7542
2752,9587
2753,1648
2754,2404
2755,4098
2756,4621
2757,5766
2758,6260
2759,6781
2760,7178
2761,7847
2762,8363
2763,9523
2764,1145
2765,1500
2766,3003
2767,4243
2768,4489
2769,6056
2770,7044
2771,8330
2772,8426
2773,222
2774,1507
2775,2771
2776,2919
2777,3296
2778,4387
2779,5346
2780,6168
2781,7150
2782,7192
2783,9024
2784,9853
2785,237
2786,1276
2787,1960
2788,3011
2789,3058
2790,3600
2791,3870
2792,3992
2793,4576
2794,5804
2795,6019
2796,6215
2797,7596
2798,8287
2799,8669
2800,9710
2801,2397
2802,3356
2803,3934
2804,5088
2805,6161
2806,6827
2807,7193
2808,8446
2809,8916
2810,620
2811,625
2812,1569
2813,3300
2814,3334
2815,3356
2816,8905
2817,5150
2818,5759
2819,5886
2820,6835
2821,7716
2822,7926
2823,8301
2824,9409
2825,437
2826,2112
2827,2237
2828,2420
2829,3261
2830,4625
2831,5221
2832,5253
2833,7297
2834,8047
2835,2217
2836,2284
2837,3683
2838,4908
2839,5822
2840,6235
2841,6318
2842,6346
2843,9438
2844,127
2845,595
2846,1413
2847,1831
2848,2174
2849,3990
2850,4597
2851,4886
2852,5018
2853,6604
2854,8192
2855,8867
2856,9518
2857,66
2858,1127
2859,1730
2860,2941
2861,3459
2862,5859
2863,8196
2864,8788
2865,963
2866,1725
2867,2233
2868,3030
2869,4250
2870,4811
2871,4990
2872,5077
2873,5601
2874,9205
2875,818
2876,901
2877,2739
2878,5916
2879,7114
2880,7135
2881,7340
2882,7934
2883,28
2884,192
2885,829
2886,878
2887,1827
2888,2688
2889,3273
2890,3690
2891,4611
2892,4881
2893,5304
2894,6573
2895,7294
2896,7535
2897,8322
2898,8978
2899,9015
2900,767
2901,2664
2902,3666
2903,4355
2904,6694
2905,7059
2906,8221
2907,8314
2908,8986
2909,429
2910,709
2911,2529
2912,3118
2913,6383
2914,7048
2915,7565
2916,8018
2917,9683
2918,1174
2919,1374
2920,1997
2921,3411
2922,3444
2923,3828
2924,5836
2925,6314
2926,8621
2927,9192
2928,1798
2929,2079
2930,2810
2931,2845
2932,3381
2933,3703
2934,3950
2935,4163
2936,5856
2937,7901
2938,9844
2939,9918
2940,9982
2941,17
2942,571
2943,1230
2944,1461
2945,1750
2946,2269
2947,2653
2948,2893
2949,3711
2950,5785
2951,6186
2952,6205
2953,6326
2954,6566
2955,6673
2956,7516
2957,9563
2958,9613
2959,2853
2960,4030
2961,4210
2962,4519
2963,8011
2964,8150
2965,9219
2966,1032
2967,3755
2968,5152
2969,7625
2970,9465
2971,9966
2972,385
2973,2012
2974,2465
2975,3420
2976,3977
2977,4970
2978,6524
2979,8258
2980,854
2981,2500
2982,4729
2983,7303
2984,7338
2985,8283
2986,8851
2987,9260
2988,48
2989,221
2990,238
2991,1243
2992,1618
2993,4826
2994,5062
2995,5461
2996,7096
2997,8704
2998,8715
2999,9027
3000,9042
3001,9054
3002,9106
3003,9373
3004,740
3005,2667
3006,2741
3007,4456
3008,4499
3009,6056
3010,6646
3011,7219
3012,7226
3013,7845
3014,8269
3015,86
3016,3221
3017,3667
3018,6376
3019,7349
3020,8388
3021,806
3022,1773
3023,2151
3024,2569
3025,2781
3026,2825
3027,2887
3028,3039
3029,3091
3030,6003
3031,6533
3032,7992
3033,1774
3034,1798
3035,2155
3036,2676
3037,4791
3038,5907
3039,6703
3040,6840
3041,7140
3042,7811
3043,7909
3044,8676
3045,9410
3046,40
3047,2463
3048,2996
3049,3073
3050,4734
3051,5237
3052,6348
3053,6598
3054,7168
3055,7218
3056,7616
3057,7680
3058,7959
3059,8151
3060,8520
3061,9555
3062,1302
3063,1725
3064,2594
3065,5285
3066,5804
3067,5900
3068,7114
3069,7676
3070,2176
3071,2234
3072,2445
3073,3882
3074,7378
3075,9023
3076,9205
3077,9582
3078,277
3079,1887
3080,2754
3081,3032
3082,4785
3083,6015
3084,7061
3085,7100
3086,8045
3087,8278
3088,8781
3089,8802
3090,8959
3091,9270
3092,9288
3093,4054
3094,5027
3095,7803
3096,8440
3097,8641
3098,9918
3099,371
3100,2845
3101,3628
3102,4577
3103,4977
3104,6725
3105,7815
3106,8559
3107,28
3108,2529
3109,2584
3110,3118
3111,6383
3112,7616
3113,1593
3114,1697
3115,2445
3116,2519
3117,3355
3118,4750
3119,6260
3120,6338
3121,6741
3122,7779
3123,7829
3124,243
3125,1014
3126,1371
3127,1634
3128,4199
3129,5826
3130,7577
3131,299
3132,318
3133,771
3134,1230
3135,1467
3136,2070
3137,2165
3138,4278
3139,5286
3140,5522
3141,6585
3142,7897
3143,8960
3144,9426
3145,3121
3146,3396
3147,3650
3148,4329
3149,7047
3150,8330
3151,960
3152,2453
3153,3306
3154,3577
3155,3579
3156,4065
3157,4621
3158,5019
3159,5324
3160,6137
3161,6336
3162,6385
3163,6876
3164,7619
3165,7979
3166,8169
3167,8267
3168,8327
3169,9583
3170,9798
3171,2070
3172,2165
3173,4278
3174,5522
3175,8960
3176,51
3177,586
3178,2004
3179,3583
3180,3686
3181,4333
3182,4657
3183,6661
3184,7467
3185,7763
3186,8319
3187,8751
3188,730
3189,994
3190,1783
3191,2060
3192,4046
3193,5851
3194,6741
3195,7081
3196,8097
3197,9888
3198,2142
3199,4021
3200,4133
3201,5066
3202,5360
3203,6040
3204,6258
3205,8881
3206,9483
3207,445
3208,3186
3209,3367
3210,4041
3211,4683
3212,5423
3213,5764
3214,6757
3215,9587
3216,208
3217,328
3218,642
3219,2133
3220,2915
3221,3583
3222,5668
3223,6668
3224,8853
3225,9575
3226,955
3227,1558
3228,1972
3229,3810
3230,4082
3231,4425
3232,4454
3233,5028
3234,5849
3235,7933
3236,8694
3237,9779
3238,901
3239,2297
3240,2593
3241,5946
3242,7084
3243,7089
3244,7244
3245,1097
3246,3752
3247,4512
3248,6281
3249,7017
3250,7906
3251,8001
3252,1147
3253,1323
3254,2506
3255,4501
3256,4699
3257,4890
3258,8813
3259,9502
3260,1711
3261,1824
3262,4603
3263,5006
3264,5242
3265,5504
3266,9029
3267,1441
3268,3010
3269,3305
3270,6003
3271,7440
3272,7479
3273,8706
3274,8992
3275,9786
3276,9907
3277,527
3278,3872
3279,5140
3280,5582
3281,6684
3282,7336
3283,7441
3284,9552
3285,1331
3286,4621
3287,6438
3288,7358
3289,8869
3290,87
3291,3062
3292,3103
3293,3166
3294,4877
3295,5150
3296,7767
3297,8746
3298,8782
3299,578
3300,1396
3301,1780
3302,2005
3303,2239
3304,2284
3305,2544
3306,2610
3307,2948
3308,3024
3309,4192
3310,4323
3311,4496
3312,5274
3313,5753
3314,5998
3315,6871
3316,8416
3317,8921
3318,9636
3319,189
3320,242
3321,511
3322,684
3323,989
3324,1176
3325,3861
3326,3952
3327,8019
3328,8514
3329,8608
3330,9167
3331,9766
3332,170
3333,1247
3334,1414
3335,3186
3336,4808
3337,4904
3338,5365
3339,5526
3340,5904
3341,8686
3342,9584
3343,796
3344,1411
3345,1500
3346,1970
3347,3948
3348,4958
3349,6013
3350,6060
3351,6537
3352,7467
3353,9384
3354,446
3355,1336
3356,1678
3357,4863
3358,4929
3359,5211
3360,5994
3361,7252
3362,8870
3363,9743
3364,9799
3365,1314
3366,1994
3367,6977
3368,7446
3369,714
3370,2018
3371,6470
3372,7478
3373,8348
3374,1688
3375,2895
3376,3481
3377,3712
3378,3993
3379,4044
3380,6708
3381,7947
3382,8792
3383,8977
3384,501
3385,507
3386,521
3387,1498
3388,1668
3389,2145
3390,2997
3391,3101
3392,3363
3393,4975
3394,7617
3395,7799
3396,9153
3397,9933
3398,444
3399,2489
3400,2924
3401,3106
3402,3569
3403,5757
3404,7097
3405,8494
3406,9218
3407,9502
3408,1225
3409,3807
3410,4814
3411,5587
3412,6977
3413,7094
3414,7551
3415,8852
3416,8958
3417,9359
3418,1063
3419,4756
3420,6028
3421,7551
3422,7558
3423,329
3424,339
3425,540
3426,1040
3427,1246
3428,3474
3429,3918
3430,5662
3431,6040
3432,6258
3433,6940
3434,7041
3435,7789
3436,7941
3437,9099
3438,9668
3439,306
3440,3159
3441,3392
3442,4569
3443,4763
3444,5601
3445,6137
3446,6703
3447,7742
3448,8433
3449,8531
3450,9326
3451,124
3452,170
3453,925
3454,3114
3455,4977
3456,5764
3457,9090
3458,569
3459,874
3460,1541
3461,1667
3462,2739
3463,6163
3464,7256
3465,7329
3466,7644
3467,9270
3468,2321
3469,5207
3470,5831
3471,7413
3472,3281
3473,3577
3474,6349
3475,6599
3476,7587
3477,1195
3478,4306
3479,5041
3480,5418
3481,6100
3482,7117
3483,7686
3484,8616
3485,8898
3486,9373
3487,575
3488,1294
3489,3296
3490,3478
3491,3642
3492,3914
3493,4531
3494,6749
3495,7847
3496,8263
3497,9527
3498,9817
3499,66
3500,1627
3501,3398
3502,4336
3503,4641
3504,5483
3505,146
3506,222
3507,667
3508,2565
3509,3245
3510,3262
3511,3296
3512,4601
3513,5087
3514,7651
3515,7968
3516,8462
3517,9701
3518,521
3519,2346
3520,3492
3521,6019
3522,7333
3523,7453
3524,1655
3525,5693
3526,6819
3527,8507
3528,8538
3529,1152
3530,1182
3531,1688
3532,2332
3533,3669
3534,5148
3535,5327
3536,5669
3537,6341
3538,6363
3539,8265
3540,8389
3541,1757
3542,2512
3543,4399
3544,7745
3545,631
3546,1627
3547,2564
3548,3136
3549,3803
3550,5291
3551,5778
3552,6484
3553,7321
3554,8072
3555,8345
3556,8706
3557,8719
3558,395
3559,808
3560,924
3561,1136
3562,3900
3563,4387
3564,6092
3565,8060
3566,8338
3567,1609
3568,2073
3569,3799
3570,4747
3571,4818
3572,6919
3573,729
3574,4458
3575,4809
3576,5041
3577,6947
3578,7213
3579,8012
3580,8096
3581,8370
3582,8688
3583,8856
3584,553
3585,1664
3586,1798
3587,2819
3588,4116
3589,4504
3590,5704
3591,8754
3592,8946
3593,9015
3594,52
3595,1463
3596,4645
3597,5088
3598,5483
3599,5591
3600,5968
3601,6241
3602,6863
3603,7511
3604,8305
3605,9222
3606,9464
3607,9718
3608,620
3609,1233
3610,1584
3611,1994
3612,2149
3613,3676
3614,6329
3615,6518
3616,6709
3617,9339
3618,1957
3619,2239
3620,2610
3621,2948
3622,4458
3623,4766
3624,6673
3625,6871
3626,7867
3627,7995
3628,8921
3629,9636
3630,39
3631,729
3632,1986
3633,2344
3634,2504
3635,4909
3636,5041
3637,5554
3638,6947
3639,7943
3640,8096
3641,9731
3642,107
3643,798
3644,1275
3645,1494
3646,2688
3647,2764
3648,4226
3649,4238
3650,4376
3651,5439
3652,5495
3653,5832
3654,6595
3655,6645
3656,6876
3657,7644
3658,8793
3659,8804
3660,9707
3661,1659
3662,1881
3663,1956
3664,3484
3665,3546
3666,4243
3667,5283
3668,6472
3669,6958
3670,8563
3671,9030
3672,9558
3673,925
3674,2676
3675,5469
3676,6644
3677,9622
3678,463
3679,929
3680,1194
3681,1219
3682,3549
3683,4250
3684,5883
3685,6829
3686,7922
3687,8159
3688,631
3689,1231
3690,3379
3691,3946
3692,4263
3693,4396
3694,4464
3695,5013
3696,5774
3697,6444
3698,6528
3699,7196
3700,7884
3701,9130
3702,111
3703,170
3704,874
3705,1720
3706,4577
3707,4850
3708,5214
3709,6895
3710,7378
3711,9298
3712,553
3713,931
3714,1159
3715,2177
3716,3137
3717,3169
3718,4363
3719,4825
3720,4842
3721,4950
3722,6999
3723,7016
3724,7065
3725,8736
3726,8835
3727,8999
3728,9027
3729,9352
3730,1517
3731,1626
3732,2934
3733,3261
3734,4312
3735,5376
3736,9260
3737,1504
3738,1523
3739,1734
3740,1912
3741,2080
3742,2819
3743,2852
3744,2893
3745,5161
3746,5723
3747,6533
3748,643
3749,1001
3750,3354
3751,5806
3752,7320
3753,9464
3754,558
3755,1997
3756,3056
3757,3110
3758,4525
3759,5183
3760,5229
3761,5249
3762,5429
3763,5531
3764,8911
3765,9036
3766,9246
3767,9558
3768,517
3769,1831
3770,2227
3771,3305
3772,3990
3773,4886
3774,5018
3775,9518
3776,2692
3777,5128
3778,5682
3779,6100
3780,6719
3781,7934
3782,1504
3783,1912
3784,2080
3785,2852
3786,2893
3787,5161
3788,5323
3789,5723
3790,6533
3791,7411
3792,7916
3793,14
3794,4308
3795,4929
3796,5976
3797,6469
3798,7253
3799,1334
3800,1745
3801,2248
3802,2340
3803,2582
3804,2610
3805,3676
3806,5238
3807,5578
3808,7181
3809,8319
3810,8464
3811,8839
3812,9348
3813,9766
3814,319
3815,703
3816,1504
3817,2079
3818,2268
3819,5181
3820,5502
3821,2265
3822,4882
3823,7104
3824,15
3825,669
3826,989
3827,2597
3828,3572
3829,4212
3830,5470
3831,6361
3832,7442
3833,7467
3834,7563
3835,9284
3836,9480
3837,95
3838,206
3839,416
3840,901
3841,2608
3842,5483
3843,8836
3844,806
3845,1678
3846,1878
3847,2022
3848,3722
3849,4212
3850,4863
3851,6521
3852,7240
3853,8145
3854,8748
3855,9618
3856,883
3857,1118
3858,2118
3859,2878
3860,3089
3861,3253
3862,3377
3863,3549
3864,4120
3865,4219
3866,4913
3867,6563
3868,7867
3869,9377
3870,1014
3871,2667
3872,3160
3873,5482
3874,5485
3875,5628
3876,6474
3877,6800
3878,6863
3879,7853
3880,8418
3881,9213
3882,132
3883,1474
3884,1957
3885,2227
3886,4458
3887,4766
3888,6673
3889,7867
3890,7995
3891,9241
3892,9743
3893,720
3894,1207
3895,2285
3896,2617
3897,2662
3898,3681
3899,3988
3900,4104
3901,5385
3902,6326
3903,7236
3904,7876
3905,7881
3906,7909
3907,8042
3908,104
3909,352
3910,974
3911,1051
3912,1864
3913,2131
3914,2260
3915,2756
3916,3025
3917,4362
3918,5183
3919,5519
3920,6633
3921,6791
3922,7683
3923,7851
3924,7872
3925,7966
3926,7981
3927,8766
3928,8959
3929,8960
3930,9048
3931,60
3932,974
3933,1175
3934,2262
3935,2594
3936,3549
3937,4607
3938,5131
3939,5281
3940,5699
3941,6792
3942,7926
3943,9084
3944,420
3945,561
3946,3834
3947,4071
3948,4289
3949,4748
3950,6143
3951,7277
3952,7355
3953,7781
3954,8096
3955,233
3956,1216
3957,1300
3958,6007
3959,6080
3960,6105
3961,6292
3962,7619
3963,7781
3964,8161
3965,9017
3966,9205
3967,338
3968,1128
3969,3531
3970,3885
3971,4589
3972,5650
3973,6238
3974,6445
3975,6550
3976,6829
3977,9538
3978,5
3979,1524
3980,6372
3981,7467
3982,8779
3983,9384
3984,4896
3985,5828
3986,8464
3987,8519
3988,9081
3989,371
3990,501
3991,2190
3992,2260
3993,2416
3994,3671
3995,8623
3996,973
3997,1411
3998,1474
3999,1541
4000,2214
4001,2226
4002,2781
4003,3651
4004,3828
4005,4788
4006,5086
4007,5482
4008,6974
4009,8787
4010,8803
4011,9639
4012,9786
4013,9930
4014,351
4015,3993
4016,5539
4017,9048
4018,9195
4019,416
4020,3233
4021,4370
4022,4454
4023,5177
4024,7512
4025,7951
4026,8999
4027,9552
4028,9701
4029,599
4030,3111
4031,3496
4032,3801
4033,6397
4034,6762
4035,9253
4036,9260
4037,108
4038,246
4039,456
4040,1689
4041,2073
4042,2860
4043,3461
4044,3932
4045,4279
4046,4818
4047,5431
4048,6738
4049,6919
4050,7281
4051,7512
4052,796
4053,2741
4054,3948
4055,4958
4056,7845
4057,1112
4058,1123
4059,1658
4060,2470
4061,2521
4062,2732
4063,3801
4064,4510
4065,4545
4066,6079
4067,6564
4068,6605
4069,7466
4070,8839
4071,139
4072,3016
4073,3227
4074,3393
4075,3899
4076,6255
4077,7088
4078,7213
4079,7509
4080,9084
4081,876
4082,1613
4083,1839
4084,6126
4085,6216
4086,7074
4087,7604
4088,8684
4089,8766
4090,9437
4091,9554
4092,382
4093,474
4094,3371
4095,4255
4096,6744
4097,8368
4098,369
4099,814
4100,1710
4101,2392
4102,2771
4103,3193
4104,3505
4105,3582
4106,4646
4107,5437
4108,6039
4109,6727
4110,7044
4111,8939
4112,9876
4113,3342
4114,3556
4115,7232
4116,7662
4117,7982
4118,8365
4119,385
4120,2012
4121,3977
4122,6524
4123,8258
4124,8522
4125,9843
4126,1613
4127,3531
4128,5405
4129,6550
4130,7604
4131,8766
4132,1190
4133,1752
4134,1836
4135,4989
4136,5085
4137,5281
4138,5354
4139,6175
4140,6292
4141,6676
4142,7155
4143,7193
4144,7451
4145,7869
4146,8851
4147,9103
4148,105
4149,620
4150,2164
4151,3003
4152,3511
4153,3572
4154,5471
4155,5655
4156,6260
4157,6311
4158,7813
4159,7829
4160,494
4161,1518
4162,2781
4163,2932
4164,3479
4165,4623
4166,5268
4167,7087
4168,7305
4169,8680
4170,9773
4171,86
4172,124
4173,1474
4174,1514
4175,1757
4176,2638
4177,3624
4178,4731
4179,4995
4180,7403
4181,9437
4182,620
4183,1233
4184,1584
4185,1994
4186,2166
4187,3681
4188,4061
4189,5591
4190,6329
4191,6467
4192,6518
4193,7806
4194,592
4195,981
4196,1095
4197,1184
4198,1837
4199,2646
4200,2753
4201,4869
4202,5414
4203,5897
4204,6686
4205,7442
4206,7736
4207,7905
4208,8844
4209,9294
4210,9464
4211,132
4212,1830
4213,2235
4214,4072
4215,4073
4216,4378
4217,4545
4218,4682
4219,4689
4220,5334
4221,5582
4222,6022
4223,6106
4224,7480
4225,7732
4226,8135
4227,9182
4228,395
4229,808
4230,1281
4231,2878
4232,3900
4233,4056
4234,4387
4235,5003
